"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"G56V7CMH","journalArticle","2008","Gursoy, U.; Kiritsis, E.","Exploring improved holographic theories for QCD: Part I","Journal of High Energy Physics","","1029-8479","10.1088/1126-6708/2008/02/032","http://arxiv.org/abs/0707.1324","Various holographic approaches to QCD in five dimensions are explored using input both from the putative non-critical string theory as well as QCD. It is argued that a gravity theory in five dimensions coupled to a dilaton and an axion may capture the important qualitative features of pure QCD. A part of the higher alpha' corrections are resummed into a dilaton potential. The potential is shown to be in one-to-one correspondence with the exact beta-function of QCD, and its knowledge determines the full structure of the vacuum solution. The geometry near the UV boundary is that of AdS_5 with logarithmic corrections reflecting the asymptotic freedom of QCD. We find that all relevant confining backgrounds have an IR singularity of the 'good' kind that allows unambiguous spectrum computations. Near the singularity the 't Hooft coupling is driven to infinity. Asymptotically linear glueball masses can also be achieved. The classification of all confining asymptotics, the associated glueball spectra and meson dynamics are addressed in a companion paper, ArXiv:0707.1349","2008","2020-11-16 17:14:34","2024-02-18 13:42:48","2020-11-16 17:14:33","032","","02","02","","JHEP","Exploring improved holographic theories for QCD","","","","","","","","","","INSPIRE","755354","arXiv.org","","481 citations (INSPIRE 2024/2/18) 395 citations w/o self (INSPIRE 2024/2/18) ZSCC: 0000450 Citation Key: Gursoy:2007cb arXiv:0707.1324 [hep-th] number: CPHT-RR027-0507","","/home/nchagnet/Zotero/storage/H4HDB3Y7/Gursoy2007cb.pdf","","","High Energy Physics - Lattice; High Energy Physics - Phenomenology; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HE798BA8","journalArticle","2008","Gursoy, U.; Kiritsis, E.; Nitti, F.","Exploring improved holographic theories for QCD: Part II","Journal of High Energy Physics","","1029-8479","10.1088/1126-6708/2008/02/019","http://arxiv.org/abs/0707.1349","This paper is a continuation of ArXiv:0707.1324 where improved holographic theories for QCD were set up and explored. Here, the IR confining geometries are classified and analyzed. They all end in a 'good' (repulsive) singularity in the IR. The glueball spectra are gaped and discrete, and they favorably compare to the lattice data. Quite generally, confinement and discrete spectra imply each other. Asymptotically linear glueball masses can also be achieved. Asymptotic mass ratios of various glueballs with different spin also turn out to be universal. Mesons dynamics is implemented via space filling D4-anti-D4 brane pairs. The associated tachyon dynamics is analyzed and chiral symmetry breaking is shown. The dynamics of the RR axion is analyzed, and the non-perturbative running of the QCD theta-angle is obtained. It is shown to always vanish in the IR.","2008","2020-11-16 17:14:49","2024-02-18 13:42:48","2020-11-16 17:14:48","019","","02","02","","JHEP","Exploring improved holographic theories for QCD","","","","","","","","","","INSPIRE","755401","arXiv.org","","497 citations (INSPIRE 2024/2/18) 405 citations w/o self (INSPIRE 2024/2/18) Citation Key: Gursoy:2007er arXiv:0707.1349 [hep-th] number: CPHT-RR028-0507","","/home/nchagnet/Zotero/storage/FCLTRZQ7/Gursoy2007er.pdf","","","High Energy Physics - Lattice; High Energy Physics - Phenomenology; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JJCBM6P7","journalArticle","2009","Gubser, Steven S.; Rocha, Fabio D.","The gravity dual to a quantum critical point with spontaneous symmetry breaking","Physical Review Letters","","","10.1103/PhysRevLett.102.061601","https://arxiv.org/abs/0807.1737","We consider zero temperature solutions to the Abelian Higgs model coupled to gravity with a negative cosmological constant. With appropriate choices of parameters, the geometry contains two copies of anti-de Sitter space, one describing conformal invariance in the ultraviolet, and one in the infrared. The effective speed of signal propagation is smaller in the infrared. Green's functions and associated transport coefficients can have unusual power law scaling in the infrared. We provide an example in which the real part of the conductivity scales approximately as omega^3.5 for small omega.","2009","2023-09-12 13:24:16","2024-02-18 13:42:46","","061601","","","102","","Phys. Rev. Lett.","","","","","","","","","","","INSPIRE","790518","","","114 citations (INSPIRE 2024/2/18) 105 citations w/o self (INSPIRE 2024/2/18) Citation Key: Gubser:2008wz arXiv:0807.1737 [hep-th] number: PUPT-2275","","/home/nchagnet/Zotero/storage/LX55IRRA/Gubser2008wz.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YUD85JDL","journalArticle","2009","Horowitz, Gary; Lawrence, Albion; Silverstein, Eva","Insightful D-branes","JHEP","","","10.1088/1126-6708/2009/07/057","https://arxiv.org/abs/0904.3922","We study a simple model of a black hole in AdS and obtain a holographic description of the region inside the horizon. A key role is played by the dynamics of the scalar fields in the dual gauge theory. This leads to a proposal for a dual description of D-branes falling through the horizon of any AdS black hole. The proposal uses a field-dependent time reparameterization in the field theory. We relate this reparametrization to various gauge invariances of the theory. Finally, we speculate on information loss and the black hole singularity in this context.","2009","2023-09-12 13:24:16","2023-09-19 08:13:27","","057","","","07","","JHEP","","","","","","","","","","","INSPIRE","818726","","","67 citations (INSPIRE 2023/9/12) 60 citations w/o self (INSPIRE 2023/9/12) Citation Key: Horowitz:2009wm arXiv:0904.3922 [hep-th] number: NSF-KITP-09-53, SLAC-PUB-13584, SU-ITP-09-16, BRX-TH-607","","/home/nchagnet/Zotero/storage/JHGMUSEG/Horowitz2009wm.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQSZB8UZ","journalArticle","2009","Iqbal, Nabil; Liu, Hong","Real-time response in AdS/CFT with application to spinors","Fortsch. Phys.","","","10.1002/prop.200900057","https://arxiv.org/abs/0903.2596","We discuss a simple derivation of the real-time AdS/CFT prescription as an analytic continuation of the corresponding problem in Euclidean signature. We then extend the formalism to spinor operators and apply it to the examples of real-time fermionic correlators in CFTs dual to pure AdS and the BTZ black hole.","2009","2021-12-10 08:40:42","2024-02-18 13:42:46","","367-384","","","57","","Fortsch. Phys.","","","","","","","","","","","INSPIRE","815525","INSPIRE","","228 citations (INSPIRE 2024/2/18) 217 citations w/o self (INSPIRE 2024/2/18) Citation Key: Iqbal:2009fd arXiv:0903.2596 [hep-th] number: MIT-CTP-4022","","/home/nchagnet/Zotero/storage/9XP8CS8L/Iqbal2009fd.pdf","","","AdS/CFT correspondence; analytic properties; black hole: BTZ; fermion: correlation function; field theory: conformal; spinor","Lust, Dieter; Dobrev, Vladimir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EK247DZZ","journalArticle","2009","Horowitz, Gary T.; Roberts, Matthew M.","Zero Temperature Limit of Holographic Superconductors","Journal of High Energy Physics","","1029-8479","10.1088/1126-6708/2009/11/015","http://arxiv.org/abs/0908.3677","We consider holographic superconductors whose bulk description consists of gravity minimally coupled to a Maxwell field and charged scalar field with general potential. We give an analytic argument that there is no 'hard gap': the real part of the conductivity at low frequency remains nonzero (although typically exponentially small) even at zero temperature. We also numerically construct the gravitational dual of the ground state of some holographic superconductors. Depending on the charge and dimension of the condensate, the infrared theory can have emergent conformal or just Poincare symmetry. In all cases studied, the area of the horizon of the dual black hole goes to zero in the extremal limit, consistent with a nondegenerate ground state.","2009","2020-09-04 16:41:04","2024-02-18 13:42:46","2020-09-04 16:41:04","015","","11","11","","JHEP","","","","","","","","","","","INSPIRE","829489","arXiv.org","","327 citations (INSPIRE 2024/2/18) 314 citations w/o self (INSPIRE 2024/2/18) ZSCC: 0000332 Citation Key: Horowitz:2009ij arXiv:0908.3677 [hep-th]","","/home/nchagnet/Zotero/storage/CALWAMXF/Horowitz2009ij.pdf","","","Condensed Matter - Strongly Correlated Electrons; General Relativity and Quantum Cosmology; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQWRI65Q","journalArticle","2010","Gubser, Steven S.; Rocha, Fabio D.; Talavera, Pedro","Normalizable fermion modes in a holographic superconductor","Journal of High Energy Physics","","1029-8479","10.1007/JHEP10(2010)087","http://arxiv.org/abs/0911.3632","We consider fermions in a zero-temperature superconducting anti-de Sitter domain wall solution and find continuous bands of normal modes. These bands can be either partially filled or totally empty and gapped. We present a semi-classical argument which approximately captures the main features of the normal mode spectrum.","2010","2020-02-16 20:47:58","2023-09-19 08:13:27","2020-02-16 20:47:58","087","","10","10","","JHEP","","","","","","","","","","","INSPIRE","837293","arXiv.org","","61 citations (INSPIRE 2022/6/24) 58 citations w/o self (INSPIRE 2022/6/24) Citation Key: Gubser:2009dt arXiv:0911.3632 [hep-th] number: PUPT-2316","","/home/nchagnet/Zotero/storage/8TQCYME3/Gubser2009dt.pdf","","","High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGAJTP2R","journalArticle","2010","Hartnoll, Sean A.; Polchinski, Joseph; Silverstein, Eva; Tong, David","Towards strange metallic holography","Journal of High Energy Physics","","1029-8479","10.1007/JHEP04(2010)120","http://arxiv.org/abs/0912.1061","We initiate a holographic model building approach to `strange metallic' phenomenology. Our model couples a neutral Lifshitz-invariant quantum critical theory, dual to a bulk gravitational background, to a finite density of gapped probe charge carriers, dually described by D-branes. In the physical regime of temperature much lower than the charge density and gap, we exhibit anomalous scalings of the temperature and frequency dependent conductivity. Choosing the dynamical critical exponent $z$ appropriately we can match the non-Fermi liquid scalings, such as linear resistivity, observed in strange metal regimes. As part of our investigation we outline three distinct string theory realizations of Lifshitz geometries: from F theory, from polarised branes, and from a gravitating charged Fermi gas. We also identify general features of renormalisation group flow in Lifshitz theories, such as the appearance of relevant charge-charge interactions when $z \geq 2$. We outline a program to extend this model building approach to other anomalous observables of interest such as the Hall conductivity.","2010","2021-06-09 08:24:34","2024-02-18 13:42:44","2021-06-09 08:24:34","120","","4","04","","JHEP","","","","","","","","","","","INSPIRE","839078","arXiv.org","","431 citations (INSPIRE 2024/2/18) 404 citations w/o self (INSPIRE 2024/2/18) Citation Key: Hartnoll:2009ns arXiv:0912.1061 [hep-th] number: NSF-KITP-09-208, SU-ITP-09-51, SLAC-PUB-13847, DAMTP-2009-80","","/home/nchagnet/Zotero/storage/PCIZVQU6/Hartnoll2009ns.pdf","","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQ7E9IBV","journalArticle","2010","Iqbal, Nabil; Liu, Hong; Mezei, Márk; Si, Qimiao","Quantum phase transitions in holographic models of magnetism and superconductors","Physical Review D","","1550-7998, 1550-2368","10.1103/PhysRevD.82.045002","http://arxiv.org/abs/1003.0010","We study a holographic model realizing an ""antiferromagnetic"" phase in which a global SU(2) symmetry representing spin is broken down to a U(1) by the presence of a finite electric charge density. This involves the condensation of a neutral scalar field in a charged AdS black hole. We observe that the phase transition for both neutral and charged (as in the standard holographic superconductor) order parameters can be driven to zero temperature by a tuning of the UV conformal dimension of the order parameter, resulting in a quantum phase transition of the Berezinskii-Kosterlitz-Thouless type. We also characterize the antiferromagnetic phase and an externally forced ferromagnetic phase by showing that they contain the expected spin waves with linear and quadratic dispersions respectively.","2010","2020-11-03 13:56:00","2024-02-18 13:42:44","2020-11-03 13:56:00","045002","","4","82","","Phys. Rev. D","","","","","","","","","","","INSPIRE","847200","arXiv.org","","146 citations (INSPIRE 2024/2/18) 137 citations w/o self (INSPIRE 2024/2/18) ZSCC: 0000149 Citation Key: Iqbal:2010eh arXiv:1003.0010 [hep-th] number: MIT-CTP-4126","","/home/nchagnet/Zotero/storage/F5AWDCGT/Iqbal2010eh.pdf","","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSG2TC8Y","journalArticle","2011","Čubrović, Mihailo; Liu, Yan; Schalm, Koenraad; Sun, Ya-Wen; Zaanen, Jan","Spectral probes of the holographic Fermi groundstate: dialing between the electron star and AdS Dirac hair","Physical Review D","","1550-7998, 1550-2368","10.1103/PhysRevD.84.086002","http://arxiv.org/abs/1106.1798","We argue that the electron star and the AdS Dirac hair solution are two limits of the free charged Fermi gas in AdS. Spectral functions of holographic duals to probe fermions in the background of electron stars have a free parameter that quantifies the number of constituent fermions that make up the charge and energy density characterizing the electron star solution. The strict electron star limit takes this number to be infinite. The Dirac hair solution is the limit where this number is unity. This is evident in the behavior of the distribution of holographically dual Fermi surfaces. As we decrease the number of constituents in a fixed electron star background the number of Fermi surfaces also decreases. An improved holographic Fermi groundstate should be a configuration that shares the qualitative properties of both limits.","2011","2020-02-16 20:34:48","2024-02-18 13:42:42","2020-02-16 20:34:48","086002","","8","84","","Phys. Rev. D","Spectral probes of the holographic Fermi groundstate","","","","","","","","","","INSPIRE","913180","arXiv.org","","40 citations (INSPIRE 2024/2/18) 26 citations w/o self (INSPIRE 2024/2/18) Citation Key: Cubrovic:2011xm arXiv:1106.1798 [hep-th]","","/home/nchagnet/Zotero/storage/LSHEY9F6/Cubrovic2011xm.pdf","","","Condensed Matter - Strongly Correlated Electrons; Condensed Matter - Superconductivity; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLU8GCEE","journalArticle","2011","Čubrović, Mihailo; Zaanen, Jan; Schalm, Koenraad","Constructing the AdS dual of a Fermi liquid: AdS Black holes with Dirac hair","Journal of High Energy Physics","","1029-8479","10.1007/JHEP10(2011)017","http://arxiv.org/abs/1012.5681","We provide new evidence that the holographic dual to a strongly coupled charged Fermi Liquid has a non-zero fermion density in the bulk. We show that the pole-strength of the stable quasiparticle characterizing the Fermi surface is encoded in the spatially averaged AdS probability density of a single normalizable fermion wavefunction in AdS. Recalling Migdal's theorem which relates the pole strength to the Fermi-Dirac characteristic discontinuity in the number density at $\ome_F$, we conclude that the AdS dual of a Fermi liquid is described by occupied on-shell fermionic modes in AdS. Encoding the occupied levels in the total probability density of the fermion field directly, we show that an AdS Reissner-Nordstr\""{o}m black hole in a theory with charged fermions has a critical temperature, at which the system undergoes a first-order transition to a black hole with a non-vanishing profile for the bulk fermion field. Thermodynamics and spectral analysis confirm that the solution with non-zero AdS fermion-profile is the preferred ground state at low temperatures.","2011","2020-02-16 20:34:31","2024-02-18 13:42:42","2020-02-16 20:34:31","017","","10","10","","JHEP","Constructing the AdS dual of a Fermi liquid","","","","","","","","","","INSPIRE","882824","arXiv.org","","49 citations (INSPIRE 2024/2/18) 41 citations w/o self (INSPIRE 2024/2/18) Citation Key: Cubrovic:2010bf arXiv:1012.5681 [hep-th]","","/home/nchagnet/Zotero/storage/LLLPA58R/Cubrovic2010bf.pdf","","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICCXCI72","journalArticle","2010","McGreevy, John","Holographic duality with a view toward many-body physics","Advances in High Energy Physics","","1687-7357, 1687-7365","20160811101533","http://arxiv.org/abs/0909.0518","These are notes based on a series of lectures given at the KITP workshop Quantum Criticality and the AdS/CFT Correspondence in July, 2009. The goal of the lectures was to introduce condensed matter physicists to the AdS/CFT correspondence. Discussion of string theory and of supersymmetry is avoided to the extent possible.","2010","2020-02-08 22:16:25","2023-09-19 08:13:26","2020-02-08 22:16:25","1-54","","","2010","","Advances in High Energy Physics","","","","","","","","en","","","","","arXiv.org","","tex.ids= McGreevy:2009xe arXiv: 0909.0518 number: MIT-CTP-4067, NSF-KITP-09-134","","/home/nchagnet/Zotero/storage/XGZXISYT/mcgreevy2010.pdf","","","⚠️ Invalid DOI; ⛔ No INSPIRE recid found; Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQG3KWXJ","journalArticle","2011","Puletti, V. Giangreco M.; Nowling, S.; Thorlacius, L.; Zingg, T.","Holographic metals at finite temperature","JHEP","","","10.1007/JHEP01(2011)117","https://arxiv.org/abs/1011.6261","A holographic dual description of a 2+1 dimensional system of strongly interacting fermions at low temperature and finite charge density is given in terms of an electron cloud suspended over the horizon of a charged black hole in asymptotically AdS spacetime. The electron star of Hartnoll and Tavanfar is recovered in the limit of zero temperature, while at higher temperatures the fraction of charge carried by the electron cloud is reduced and at a critical temperature there is a second order phase transition to a configuration with only a charged black hole. The geometric structure implies that finite temperature transport coefficients, including the AC electrical conductivity, only receive contributions from bulk fermions within a finite band in the radial direction.","2011","2023-09-12 13:24:16","2023-09-19 08:13:25","","117","","","01","","JHEP","","","","","","","","","","","INSPIRE","878699","","","56 citations (INSPIRE 2023/9/12) 50 citations w/o self (INSPIRE 2023/9/12) Citation Key: Puletti:2010de arXiv:1011.6261 [hep-th] number: NORDITA-2010-102, RH-27-2010","","/home/nchagnet/Zotero/storage/CRAJTQ9E/Puletti2010de.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YFZPNU8M","journalArticle","2011","Huijse, Liza; Sachdev, Subir","Fermi surfaces and gauge-gravity duality","Physical Review D: Particles and Fields","","","10.1103/PhysRevD.84.026001","https://arxiv.org/abs/1104.5022","We give a unified overview of the zero temperature phases of compressible quantum matter: i.e. phases in which the expectation value of a globally conserved U(1) density, Q, varies smoothly as a function of parameters. Provided the global U(1) and translational symmetries are unbroken, such phases are expected to have Fermi surfaces, and the Luttinger theorem relates the volumes enclosed by these Fermi surfaces to <Q>. We survey models of interacting bosons and/or fermions and/or gauge fields which realize such phases. Some phases have Fermi surfaces with the singularities of Landau's Fermi liquid theory, while other Fermi surfaces have non-Fermi liquid singularities. Compressible phases found in models applicable to condensed matter systems are argued to also be present in models obtained by applying chemical potentials (and other deformations allowed by the residual symmetry at non-zero chemical potential) to the paradigmic supersymmetric gauge theories underlying gauge-gravity duality: the ABJM model in spatial dimension d=2, and the N=4 SYM theory in d=3.","2011","2023-09-12 13:24:16","2023-09-19 08:13:25","","026001","","","84","","Phys. Rev. D","","","","","","","","","","","INSPIRE","897399","","","92 citations (INSPIRE 2023/9/12) 77 citations w/o self (INSPIRE 2023/9/12) Citation Key: Huijse:2011hp arXiv:1104.5022 [hep-th]","","/home/nchagnet/Zotero/storage/LNHNNN7Y/Huijse2011hp.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A44X8E8Q","journalArticle","2011","Hartnoll, Sean A.; Petrov, Pavel","Electron star birth: A continuous phase transition at nonzero density","Physical Review Letters","","0031-9007, 1079-7114","10.1103/PhysRevLett.106.121601","http://arxiv.org/abs/1011.6469","We show that charged black holes in Anti-de Sitter spacetime can undergo a third order phase transition at a critical temperature in the presence of charged fermions. In the low temperature phase, a fraction of the charge is carried by a fermion fluid located a finite distance from the black hole. In the zero temperature limit the black hole is no longer present and all charge is sourced by the fermions. The solutions exhibit the low temperature entropy density scaling s~T^{2/z} anticipated from the emergent IR criticality of recently discussed electron stars.","2011","2020-02-16 20:42:38","2024-02-18 13:42:40","2020-02-16 20:42:38","121601","","12","106","","Phys. Rev. Lett.","Electron star birth","","","","","","","","","","INSPIRE","878573","arXiv.org","","59 citations (INSPIRE 2024/2/18) 55 citations w/o self (INSPIRE 2024/2/18) Citation Key: Hartnoll:2010ik arXiv:1011.6469 [hep-th]","","/home/nchagnet/Zotero/storage/98GDLUEH/Hartnoll2010ik.pdf","","","General Relativity and Quantum Cosmology; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JJYPSD4X","journalArticle","2011","Hartnoll, Sean A.; Tavanfar, Alireza","Electron stars for holographic metallic criticality","Physical Review D","","1550-7998, 1550-2368","10.1103/PhysRevD.83.046003","http://arxiv.org/abs/1008.2828","We refer to the ground state of a gravitating, charged ideal fluid of fermions held at a finite chemical potential as an `electron star'. In a holographic setting, electron stars are candidate gravity duals for strongly interacting finite fermion density systems. We show how electron stars develop an emergent Lifshitz scaling at low energies. This IR scaling region is a consequence of the two way interaction between emergent quantum critical bosonic modes and the finite density of fermions. By integrating from the IR region to an asymptotically AdS_4 spacetime, we compute basic properties of the electron stars, including their electrical conductivity. We emphasize the challenge of connecting UV and IR physics in strongly interacting finite density systems.","2011","2020-02-16 20:41:05","2024-02-18 13:42:40","2020-02-16 20:41:05","046003","","4","83","","Phys. Rev. D","","","","","","","","","","","INSPIRE","865500","arXiv.org","","169 citations (INSPIRE 2024/2/18) 159 citations w/o self (INSPIRE 2024/2/18) Citation Key: Hartnoll:2010gu arXiv:1008.2828 [hep-th]","","/home/nchagnet/Zotero/storage/66JQ8FIQ/Hartnoll2010gu.pdf","","","High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TF488JT5","journalArticle","2011","Liu, Hong; McGreevy, John; Vegh, David","Non-Fermi liquids from holography","Physical Review D","","1550-7998, 1550-2368","10.1103/PhysRevD.83.065029","http://arxiv.org/abs/0903.2477","We report on a potentially new class of non-Fermi liquids in (2+1)-dimensions. They are identified via the response functions of composite fermionic operators in a class of strongly interacting quantum field theories at finite density, computed using the AdS/CFT correspondence. We find strong evidence of Fermi surfaces: gapless fermionic excitations at discrete shells in momentum space. The spectral weight exhibits novel phenomena, including particle-hole asymmetry, discrete scale invariance, and scaling behavior consistent with that of a critical Fermi surface postulated by Senthil.","2011","2020-02-16 20:48:20","2024-02-18 13:42:39","2020-02-16 20:48:20","065029","","6","83","","Phys. Rev. D","","","","","","","","","","","INSPIRE","815485","arXiv.org","","530 citations (INSPIRE 2024/2/18) 507 citations w/o self (INSPIRE 2024/2/18) Citation Key: Liu:2009dm tex.ids= Liu:2009dma, liu2011b arXiv:0903.2477 [hep-th] number: MIT-CTP-4023","","/home/nchagnet/Zotero/storage/B5EI6A35/Liu2009dm.pdf; /home/nchagnet/Zotero/storage/PZRVT2WW/Liu2009dm.pdf; /home/nchagnet/Zotero/storage/BBJHWWRM/Liu2009dm.pdf","","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X228PXWG","journalArticle","2011","Hartnoll, Sean A.; Hofman, Diego M.; Vegh, David","Stellar spectroscopy: Fermions and holographic Lifshitz criticality","Journal of High Energy Physics","","1029-8479","10.1007/JHEP08(2011)096","http://arxiv.org/abs/1105.3197","Electron stars are fluids of charged fermions in Anti-de Sitter spacetime. They are candidate holographic duals for gauge theories at finite charge density and exhibit emergent Lifshitz scaling at low energies. This paper computes in detail the field theory Green's function G^R(w,k) of the gauge-invariant fermionic operators making up the star. The Green's function contains a large number of closely spaced Fermi surfaces, the volumes of which add up to the total charge density in accordance with the Luttinger count. Excitations of the Fermi surfaces are long lived for w <~ k^z. Beyond w ~ k^z the fermionic quasiparticles dissipate strongly into the critical Lifshitz sector. Fermions near this critical dispersion relation give interesting contributions to the optical conductivity.","2011","2020-02-16 20:44:41","2024-02-18 13:42:40","2020-02-16 20:44:41","096","","8","08","","JHEP","Stellar spectroscopy","","","","","","","","","","INSPIRE","900410","arXiv.org","","94 citations (INSPIRE 2024/2/18) 86 citations w/o self (INSPIRE 2024/2/18) Citation Key: Hartnoll:2011dm arXiv:1105.3197 [hep-th]","","/home/nchagnet/Zotero/storage/5YGCUFMH/Hartnoll2011dm.pdf","","","High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCDF3N47","journalArticle","2011","Faulkner, Thomas; Polchinski, Joseph","Semi-holographic Fermi liquids","Journal of High Energy Physics","","1029-8479","10.1007/JHEP06(2011)012","https://doi.org/10.1007/JHEP06(2011)012","We show that the universal physics of recent holographic non-Fermi liquid models is captured by a semi-holographic description, in which a dynamical boundary field is coupled to a strongly coupled conformal sector having a gravity dual. This allows various generalizations, such as a dynamical exponent and lattice and impurity effects. We examine possible relevant deformations, including multi-trace terms and spin-orbit effects. We discuss the matching onto the UV theory of the earlier work, and an alternate description in which the boundary field is integrated out.","2011","2021-07-19 15:57:35","2024-02-18 13:42:41","2021-07-19 15:57:35","012","","6","06","","JHEP","","","","","","","","en","","","INSPIRE","843986","Springer Link","","199 citations (INSPIRE 2024/2/18) 186 citations w/o self (INSPIRE 2024/2/18) Citation Key: Faulkner:2010tq arXiv:1001.5049 [hep-th] number: NSF-KITP-10-010","","/home/nchagnet/Zotero/storage/YGGXPLHV/Faulkner2010tq.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5XRMZ9P","journalArticle","2012","Iqbal, Nabil; Liu, Hong; Mezei, Márk","Semi-local quantum liquids","Journal of High Energy Physics","","1029-8479","10.1007/JHEP04(2012)086","http://link.springer.com/10.1007/JHEP04(2012)086","Gauge/gravity duality applied to strongly interacting systems at finite density predicts a universal intermediate energy phase to which we refer as a semi-local quantum liquid. Such a phase is characterized by a finite spatial correlation length, but an infinite correlation time and associated nontrivial scaling behavior in the time direction, as well as a nonzero entropy density. For a holographic system at a nonzero chemical potential, this unstable phase sets in at an energy scale of order of the chemical potential, and orders at lower energies into other phases; examples include superconductors and antiferromagnetic-type states. In this paper we give examples in which it also orders into Fermi liquids of ""heavy"" fermions. While the precise nature of the lower energy state depends on the specific dynamics of the individual system, we argue that the semi-local quantum liquid emerges universally at intermediate energies through deconfinement (or equivalently fractionalization). We also discuss the possible relevance of such a semi-local quantum liquid to heavy electron systems and the strange metal phase of high temperature cuprate superconductors.","2012","2022-08-30 13:34:53","2024-02-18 13:42:36","2022-08-30 13:34:53","086","","4","04","","JHEP","","","","","","","","en","","","INSPIRE","901087","DOI.org (Crossref)","","132 citations (INSPIRE 2024/2/18) 122 citations w/o self (INSPIRE 2024/2/18) Citation Key: Iqbal:2011in tex.ids= iqbalSemilocalQuantumLiquids2012 arXiv:1105.4621 [hep-th] tex.eprint: 1105.4621 number: MIT-CTP-4267","","/home/nchagnet/Zotero/storage/MN7JXHRI/Iqbal2011in.pdf","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","AdS-CFT Correspondence; Gauge-gravity correspondence; Holography and condensed matter physics (AdS/CMT)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
