id,title,authors,primary_category,categories,summary,published,doi
2012.15679,Linear-in-$T$ resistivity from semiholographic non-Fermi liquid models,Benoît Douçot ; Ayan Mukhopadhyay ; Giuseppe Policastro ; Sutapa Samanta,hep-th,hep-th cond-mat.str-el,"We construct a semiholographic effective theory in which the electron of a two-dimensional band hybridizes with a fermionic operator of a critical holographic sector, while also interacting with other bands that preserve quasiparticle characteristics. Besides the scaling dimension $\nu$ of the fermionic operator in the holographic sector, the effective theory has two {dimensionless} couplings $\alpha$ and $\gamma$ determining the holographic and Fermi-liquid-type contributions to the self-energy respectively. We find that irrespective of the choice of the holographic critical sector, there exists a ratio of the effective couplings for which we obtain linear-in-$T$ resistivity for a wide range of temperatures. This scaling persists to arbitrarily low temperatures when $\nu$ approaches unity in which limit we obtain a marginal Fermi liquid with a specific temperature dependence of the self-energy.",2020-12-31 16:01:45+00:00,10.1103/PhysRevD.104.L081901
1706.01436,Extraction of conformal data in critical quantum spin chains using the Koo-Saleur formula,Ashley Milsted ; Guifre Vidal,cond-mat.str-el,cond-mat.str-el hep-lat,"We study the emergence of two-dimensional conformal symmetry in critical quantum spin chains on the finite circle. Our goal is to characterize the conformal field theory (CFT) describing the universality class of the corresponding quantum phase transition. As a means to this end, we propose and demonstrate automated procedures which, using only the lattice Hamiltonian $H = \sum_j h_j$ as an input, systematically identify the low-energy eigenstates corresponding to Virasoro primary and quasiprimary operators, and assign the remaining low-energy eigenstates to conformal towers. The energies and momenta of the primary operator states are needed to determine the primary operator scaling dimensions and conformal spins -- an essential part of the conformal data that specifies the CFT. Our techniques use the action, on the low-energy eigenstates of $H$, of the Fourier modes $H_n$ of the Hamiltonian density $h_j$. The $H_n$ were introduced as lattice representations of the Virasoro generators by Koo and Saleur [Nucl. Phys. B 426, 459 (1994)]. In this paper we demonstrate that these operators can be used to extract conformal data in a nonintegrable quantum spin chain.",2017-06-05 17:40:38+00:00,10.1103/PhysRevB.96.245105
2012.01208,Incoherent transport across the strange metal regime of highly overdoped cuprates,J. Ayres ; M. Berben ; M. Culo ; Y. -T. Hsu ; E. van Heumen ; Y. Huang ; J. Zaanen ; T. Kondo ; T. Takeuchi ; J. R. Cooper ; C. Putzke ; S. Friedemann ; A. Carrington ; N. E. Hussey,cond-mat.str-el,cond-mat.str-el cond-mat.supr-con,"Strange metals possess highly unconventional transport characteristics, such as a linear-in-temperature ($T$) resistivity, an inverse Hall angle that varies as $T^2$ and a linear-in-field ($H$) magnetoresistance. Identifying the origin of these collective anomalies has proved profoundly challenging, even in materials such as the hole-doped cuprates that possess a simple band structure. The prevailing dogma is that strange metallicity in the cuprates is tied to a quantum critical point at a doping $p*$ inside the superconducting dome. Here, we study the high-field in-plane magnetoresistance of two superconducting cuprate families at doping levels beyond $p*$. At all dopings, the magnetoresistance exhibits quadrature scaling and becomes linear at high $H/T$ ratios. Moreover, its magnitude is found to be much larger than predicted by conventional theory and insensitive to both impurity scattering and magnetic field orientation. These observations, coupled with analysis of the zero-field and Hall resistivities, suggest that despite having a single band, the cuprate strange metal phase hosts two charge sectors, one containing coherent quasiparticles, the other scale-invariant `Planckian' dissipators.",2020-12-02 13:45:07+00:00,10.1038/s41586-021-03622-z
1407.2131,Random-matrix theory of Majorana fermions and topological superconductors,C. W. J. Beenakker,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.supr-con,"I. Introduction (What is new in RMT, Superconducting quasiparticles, Experimental platforms) II. Topological superconductivity (Kitaev chain, Majorana operators, Majorana zero-modes, Phase transition beyond mean-field) III. Fundamental symmetries (Particle-hole symmetry, Majorana representation, Time-reversal and chiral symmetry) IV. Hamiltonian ensembles (The ten-fold way, Midgap spectral peak, Energy level repulsion) V. Scattering matrix ensembles (Fundamental symmetries, Chaotic scattering, Circular ensembles, Topological quantum numbers) VI. Electrical conduction (Majorana nanowire, Counting Majorana zero-modes, Conductance distribution, Weak antilocalization, Andreev resonances, Shot noise of Majorana edge modes) VII. Thermal conduction (Topological phase transitions, Super-universality, Heat transport by Majorana edge modes, Thermopower and time-delay matrix, Andreev billiard with chiral symmetry) VIII. Josephson junctions (Fermion parity switches, 4{\pi}-periodic Josephson effect, Discrete vortices) IX. Conclusion",2014-07-08 15:16:28+00:00,10.1103/RevModPhys.87.1037
2206.05544,"Thermal Stress Tensor Correlators, OPE and Holography",Robin Karlsson ; Andrei Parnachev ; Valentina Prilepina ; Samuel Valach,hep-th,hep-th,"In strongly coupled conformal field theories with a large central charge important light degrees of freedom are the stress tensor and its composites, multi-stress tensors. We consider the OPE expansion of two-point functions of the stress tensor in thermal and heavy states and focus on the contributions from the stress tensor and double-stress tensors in four spacetime dimensions. We compare the results to the holographic finite temperature two-point functions and read off conformal data beyond the leading order in the large central charge expansion. In particular, we compute corrections to the OPE coefficients which determine the near-lightcone behavior of the correlators. We also compute the anomalous dimensions of the double-stress tensor operators.",2022-06-11 15:15:58+00:00,10.1007/JHEP09(2022)234
2206.05690,Dynamical spontaneous scalarization in Einstein-Maxwell-scalar models in anti-de Sitter spacetime,Wen-Kun Luo ; Cheng-Yong Zhang ; Peng Liu ; Chao Niu ; Bin Wang,gr-qc,gr-qc,"The phenomenon of spontaneous scalarization of charged black holes has attracted a lot of attention. In this work, we study the dynamical process of the spontaneous scalarization of charged black hole in asymptotically anti-de Sitter spacetimes in Einstein-Maxwell-scalar models. Including various non-minimal couplings between the scalar field and Maxwell field, we observe that an initial scalar-free configuration suffers tachyonic instability and both the scalar field and the black hole irreducible mass grow exponentially at early times and saturate exponentially at late times. For fractional couplings, we find that though there is negative energy distribution near the black hole horizon, the black hole horizon area never decreases. But when the parameters are large, the evolution endpoints of linearly unstable bald black holes will be spacetimes with naked singularity and the cosmic censorship is violated. The effects of the black hole charge, cosmological constant and coupling strength on the dynamical scalarization process are studied in detail. We find that large enough cosmological constant can prevent the spontaneous scalarization.",2022-06-12 08:06:18+00:00,10.1103/PhysRevD.106.064036
2110.14958,Wormholes & Holography: An Introduction,Arnab Kundu,hep-th,hep-th gr-qc,"Wormholes are intriguing classical solutions in General Relativity, that have fascinated theoretical physicists for decades. In recent years, especially in Holography, gravitationalWormhole geometries have found a new life in many theoretical ideas related to quantum aspects of gravity. These ideas primarily revolve around aspects of quantum entanglement and quantum information in (semi-classical) gravity. This is an introductory and pedagogical review of Wormholes and their recent applications in Gauge-Gravity duality and related ideas.",2021-10-28 08:58:02+00:00,10.1140/epjc/s10052-022-10376-z
2202.07807,Creating stars orbiting in AdS,Youka Kaku ; Keiju Murata ; Jun Tsujimura,hep-th,hep-th gr-qc,"We propose a method to create a star orbiting in an asymptotically AdS spacetime using the AdS/CFT correspondence. We demonstrate that by applying an appropriate source in the quantum field theory defined on a 2-sphere, the localized star gradually appears in the dual asymptotically AdS geometry. Once the star is created, the angular position can be observed from the response function. The relationship between the parameters of the created star and those of the source is studied. We show that information regarding the bulk geometry can be extracted from the observation of stellar motion in the bulk geometry.",2022-02-16 00:40:15+00:00,10.1103/PhysRevD.106.026002
2201.13310,Lectures on entanglement in quantum field theory,Horacio Casini ; Marina Huerta,hep-th,hep-th,"These notes grew from a series of lectures given by the authors during the last decade. They will be published in the proceedings of TASI 2021. After a brief introduction to quantum information theory tools, they are organized in four chapters covering the following subjects: Entanglement in quantum field theory, Irreversibility theorems, Energy-entropy bounds, Entanglement and symmetries.",2022-01-31 16:02:17+00:00,10.48550/2201.13310
2201.07644,Foundations and Applications of Quantum Kinetic Theory,Yoshimasa Hidaka ; Shi Pu ; Qun Wang ; Di-Lun Yang,hep-ph,hep-ph hep-th nucl-th,Many novel quantum phenomena emerge in non-equilibrium relativistic quantum matter under extreme conditions such as strong magnetic fields and rotations. The quantum kinetic theory based on Wigner functions in quantum field theory provides a powerful and effective microscopic description of these quantum phenomena. In this article we review some of recent advances in the quantum kinetic theory and its applications in describing these quantum phenomena.,2022-01-19 15:21:21+00:00,10.1016/j.ppnp.2022.103989
2201.06847,A stable and causal model of magnetohydrodynamics,Jay Armas ; Filippo Camilloni,hep-th,hep-th astro-ph.HE gr-qc hep-ph nucl-th,"We formulate the theory of first-order dissipative magnetohydrodynamics in an arbitrary hydrodynamic frame under the assumption of parity-invariance and discrete charge symmetry. We study the mode spectrum of Alfv\'en and magnetosonic waves as well as the spectrum of gapped excitations and derive constraints on the transport coefficients such that generic equilibrium states with constant magnetic fields are stable and causal under linearised perturbations. We solve these constraints for a specific equation of state and show that there exists a large family of hydrodynamic frames that renders the linear fluctuations stable and causal. This theory does not require introducing new dynamical degrees of freedom and therefore is a promising and simpler alternative to M\""{u}ller-Israel-Stewart-type theories. Together with a detailed analysis of transport, entropy production and Kubo formulae, the theory presented here is well suited for studying dissipative effects in various contexts ranging from heavy-ion collisions to astrophysics.",2022-01-18 09:51:48+00:00,10.1088/1475-7516/2022/10/039
2109.11127,Non-Hermitian topology in rock-paper-scissors games,Tsuneya Yoshida ; Tomonari Mizoguchi ; Yasuhiro Hatsugai,physics.soc-ph,physics.soc-ph cond-mat.mes-hall cond-mat.soft cond-mat.stat-mech,"Non-Hermitian topology is a recent hot topic in condensed matters. In this paper, we propose a novel platform drawing interdisciplinary attention: rock-paper-scissors (RPS) cycles described by the evolutionary game theory. Specifically, we demonstrate the emergence of an exceptional point and a skin effect by analyzing topological properties of their payoff matrix. Furthermore, we discover striking dynamical properties in an RPS chain: the directive propagation of the population density in the bulk and the enhancement of the population density only around the right edge. Our results open new avenues of the non-Hermitian topology and the evolutionary game theory.",2021-09-23 03:43:54+00:00,10.1038/s41598-021-04178-8
2011.12671,"Sidney Coleman's Dirac Lecture ""Quantum Mechanics in Your Face""",Sidney Coleman,physics.hist-ph,physics.hist-ph hep-th quant-ph,"This is a write-up of Sidney Coleman's classic lecture first given as a Dirac Lecture at Cambridge University and later recorded when repeated at the New England sectional meeting of the American Physical Society (April 9, 1994). My sources have been this recording and a copy of the slides Sidney send to me after he gave the lecture as a Physics Colloquium at Stanford University some time between 1995 and 1998. To preserve both the scientific content and most of the charm, I have kept the editing to a minimum, but did add a bibliography containing the references Sidney mentioned.--Martin Greiter",2020-08-13 18:29:02+00:00,10.48550/2011.12671
2110.00961,Lectures on quantum supreme matter,Jan Zaanen,cond-mat.str-el,cond-mat.str-el cond-mat.stat-mech cond-mat.supr-con hep-th quant-ph,"These notes are based on lectures serving the advanced graduate education of the Delta Institute of Theoretical Physics in the Netherlands in autumn 2021. The goal is to explain in a language that can be understood by non-specialists very recent advances in quantum information and especially string theory suggesting the existence of entirely new forms of matter. These are metallic states characterized by an extremely dense many body entanglement, requiring the supremacy of the quantum computer to be completely enumerated. The holographic duality discovered in string theory appears to be a mathematical machinery capable of computing observable properties of such matter, suggesting the presence of universal general principles governing its phenomenology. The case is developing that these principles may well apply to the highly mysterious physical properties observed in the high temperature superconductors and other strongly interacting electron systems of condensed matter physics.",2021-10-03 09:34:36+00:00,10.48550/2110.00961
2112.12648,Lagrangians for non-relativistic gravity,Patrik Novosad,hep-th,hep-th,"We study the covariant expansion of Einstein-Hilbert action in powers of $1/c^2$ with arbitrary spacetime foliation where $c$ is the speed of light. This is done firstly by suitable parametrization of geometry which is called 'pre-non-relativistic' parametrization. This allows us to rewrite the general relativity in a form suitable for the analytical $1/c^2$ expansion. Consequently, we can study the expansion of Einstein-Hilbert action up to the next-to-next-to-leading order.",2021-12-23 15:37:06+00:00,10.1103/PhysRevD.105.064051
2111.05254,Can we make sense of dissipation without causality?,Lorenzo Gavassino,gr-qc,gr-qc astro-ph.HE hep-ph hep-th,"Relativity opens the door to a counter-intuitive fact: a state can be stable to perturbations in one frame of reference, and unstable in another one. For this reason, the job of testing the stability of states that are not Lorentz-invariant can be very cumbersome. We show that two observers can disagree on whether a state is stable or unstable only if the perturbations can exit the light-cone. Furthermore, we show that, if a perturbation exits the light-cone, and its intensity changes with time, due to dissipation, then there are always two observers that disagree on the stability of the state. Hence, ''stability'' is a Lorentz-invariant property of dissipative theories if and only if the principle of causality is respected. We present 14 applications to physical problems from all areas of relativistic physics, ranging from theory to simulation.",2021-11-09 16:45:44+00:00,10.1103/PhysRevX.12.041001
2112.08461,On the quantum origin of potentials,Saurya Das ; Sourav Sur,quant-ph,quant-ph gr-qc hep-th,"The dynamics of a quantum particle is governed by its wavefunction, which in turn is determined by the classical potential to which it is subjected. However the wavefunction itself induces a quantum potential, the particle `sees' the sum of the classical and quantum potentials, and there is no way to separate the two. Therefore in principle, part or whole of an observed potential may be attributable to a quantum potential. We examine this possibility and discuss implications.",2021-12-15 20:17:32+00:00,10.48550/2112.08461
2109.05037,Sachdev-Ye-Kitaev Models and Beyond: A Window into Non-Fermi Liquids,Debanjan Chowdhury ; Antoine Georges ; Olivier Parcollet ; Subir Sachdev,cond-mat.str-el,cond-mat.str-el cond-mat.dis-nn cond-mat.stat-mech hep-th quant-ph,"We present a review of the Sachdev-Ye-Kitaev (SYK) model of compressible quantum many-body systems without quasiparticle excitations, and its connections to various theoretical studies of non-Fermi liquids in condensed matter physics. The review is placed in the context of numerous experimental observations on correlated electron materials. Strong correlations in metals are often associated with their proximity to a Mott transition to an insulator created by the local Coulomb repulsion between the electrons. We explore the phase diagrams of a number of models of such local electronic correlation, employing a dynamical mean field theory in the presence of random spin exchange interactions. Numerical analyses and analytical solutions, using renormalization group methods and expansions in large spin degeneracy, lead to critical regions which display SYK physics. The models studied include the single-band Hubbard model, the $t$-$J$ model and the two-band Kondo-Heisenberg model in the presence of random spin exchange interactions. We also examine non-Fermi liquids obtained by considering each SYK model with random four-fermion interactions to be a multi-orbital atom, with the SYK-atoms arranged in an infinite lattice. We connect to theories of sharp Fermi surfaces without any low-energy quasiparticles in the absence of spatial disorder, obtained by coupling a Fermi liquid to a gapless boson; a systematic large $N$ theory of such a critical Fermi surface, with SYK characteristics, is obtained by averaging over an ensemble of theories with random boson-fermion couplings. Finally, we present an overview of the links between the SYK model and quantum gravity and end with an outlook on open questions.",2021-09-10 18:00:13+00:00,10.1103/RevModPhys.94.035004
2110.05634,On the AdS/CFT correspondence and quantum entanglement,Badis Ydri,hep-th,hep-th hep-ex hep-lat hep-ph,"String theory provides one of the most deepest insights into quantum gravity. Its single most central and profound result is the gauge/gravity duality, i.e. the emergence of gravity from gauge theory. The two examples of M(atrix)-theory and the AdS/CFT correspondence, together with the fundamental phenomena of quantum entanglement, are of paramount importance to many fundamental problems including the physics of black holes (in particular to the information loss paradox), the emergence of spacetime geometry and to the problem of the reconciliation of general relativity and quantum mechanics. In this article an account of the AdS/CFT correspondence and the role of quantum entanglement in the emergence of spacetime geometry using strictly the language of quantum field theory is put forward.",2021-10-11 22:23:47+00:00,10.48550/2110.05634
2010.15518,Bosonic and fermionic Gaussian states from Kähler structures,Lucas Hackl ; Eugenio Bianchi,quant-ph,quant-ph cond-mat.stat-mech hep-th,"We show that bosonic and fermionic Gaussian states (also known as ""squeezed coherent states"") can be uniquely characterized by their linear complex structure $J$ which is a linear map on the classical phase space. This extends conventional Gaussian methods based on covariance matrices and provides a unified framework to treat bosons and fermions simultaneously. Pure Gaussian states can be identified with the triple $(G,\Omega,J)$ of compatible K\""ahler structures, consisting of a positive definite metric $G$, a symplectic form $\Omega$ and a linear complex structure $J$ with $J^2=-1\!\!1$. Mixed Gaussian states can also be identified with such a triple, but with $J^2\neq -1\!\!1$. We apply these methods to show how computations involving Gaussian states can be reduced to algebraic operations of these objects, leading to many known and some unknown identities. We apply these methods to the study of (A) entanglement and complexity, (B) dynamics of stable systems, (C) dynamics of driven systems. From this, we compile a comprehensive list of mathematical structures and formulas to compare bosonic and fermionic Gaussian states side-by-side.",2020-10-29 12:21:47+00:00,10.21468/SciPostPhysCore.4.3.025
2102.02619,Holographic tensor network models and quantum error correction: A topical review,Alexander Jahn ; Jens Eisert,quant-ph,quant-ph cond-mat.str-el hep-th,"Recent progress in studies of holographic dualities, originally motivated by insights from string theory, has led to a confluence with concepts and techniques from quantum information theory. A particularly successful approach has involved capturing holographic properties by means of tensor networks which not only give rise to physically meaningful correlations of holographic boundary states, but also reproduce and refine features of quantum error correction in holography. This topical review provides an overview over recent successful realizations of such models. It does so by building on an introduction of the theoretical foundations of AdS/CFT and necessary quantum information concepts, many of which have themselves developed into independent, rapidly evolving research fields.",2021-02-04 14:09:21+00:00,10.1088/2058-9565/ac0293
2107.03680,Dissipation in Holographic Superfluids,Aristomenis Donos ; Polydoros Kailidis ; Christiana Pantelidou,hep-th,hep-th,"We study dissipation in holographic superfluids at finite temperature and zero chemical potential. The zero overlap with the heat current allows us to isolate the physics of the conserved current corresponding to the broken global $U(1)$. By using analytic techniques we write constitutive relations including the first non-trivial dissipative terms. The corresponding transport coefficients are determined in terms of thermodynamic quantities and the black hole horizon data. By analysing their behaviour close to the phase transition we show explicitly the breakdown of the hydrodynamic expansion. Finally, we study the pseudo-Goldstone mode that emerges upon introducing a perturbative symmetry breaking source and we determine its resonant frequency and decay rate.",2021-07-08 08:53:43+00:00,10.1007/JHEP09(2021)134
2207.02243,Lectures on Introduction to Quantum Field Theory,Ghanashyam Date,hep-th,hep-th gr-qc,"These are lecture notes of the QFT-I course I gave in an online mode at Chennai Mathematical Institute. The course focussed on the free relativistic quantum fields, their interactions in the perturbative scattering framework, standard computations of QED processes, radiative corrections at 1-loop with renormalization and an introduction to the toolbox of path integrals.",2022-07-05 18:04:03+00:00,10.48550/2207.02243
2206.01716,Quantum covariant derivative,Ryan Requist,quant-ph,quant-ph cond-mat.other,"The covariant derivative capable of differentiating and parallel transporting tangent vectors and other geometric objects induced by a parameter-dependent quantum state is introduced. It is proved to be covariant under gauge and coordinate transformations and compatible with the quantum geometric tensor. The quantum covariant derivative is used to derive a gauge- and coordinate-invariant adiabatic perturbation theory, providing an efficient tool for calculations of nonlinear adiabatic response properties.",2022-06-03 17:49:08+00:00,10.1088/1751-8121/ad0349
2108.09188,Quantum Information in Holographic Duality,Bowen Chen ; Bartlomiej Czech ; Zi-zhi Wang,hep-th,hep-th,"We give a pedagogical review of how concepts from quantum information theory build up the gravitational side of the AdS/CFT correspondence. The review is self-contained in that it only presupposes knowledge of quantum mechanics and general relativity; other tools--including holographic duality itself--are introduced in the text. We have aimed to give researchers interested in entering this field a working knowledge sufficient for initiating original projects. The review begins with the laws of black hole thermodynamics, which form the basis of this subject, then introduces the Ryu-Takayanagi proposal, the JLMS relation, and subregion duality. We discuss tensor networks as a visualization tool and analyze various network architectures in detail. Next, several modern concepts and techniques are discussed: Renyi entropies and the replica trick, differential entropy and kinematic space, modular Berry phases, modular minimal entropy, entanglement wedge cross sections, bit threads, and others. We discuss the extent to which bulk geometries are fixed by boundary entanglement entropies, and analyze the relations such as the monogamy of mutual information, which boundary entanglement entropies must obey if a state has a semiclassical bulk dual. We close with a discussion of black holes, including holographic complexity, firewalls and the black hole information paradox, islands, and replica wormholes.",2021-08-20 14:11:39+00:00,10.1088/1361-6633/ac51b5
2207.10901,Noncommutativity and Physics: A non-technical review,Ali H. Chamseddine ; Alain Connes ; Walter D. van Suijlekom,hep-th,hep-th,"We give an overview of the applications of noncommutative geometry to physics. Our focus is entirely on the conceptual ideas, rather than on the underlying technicalities. Starting historically from the Heisenberg relations, we will explain how in general noncommutativity yields a canonical time evolution, while at the same time allowing for the coexistence of discrete and continuous variables. The spectral approach to geometry is then explained to encompass two natural ingredients: the line element and the algebra. The relation between these two is dictated by so-called higher Heisenberg relations, from which both spin geometry and non-abelian gauge theory emerges. Our exposition indicates some of the applications in physics, including Pati--Salam unification beyond the Standard Model, the criticality of dimension 4, second quantization and entropy.",2022-07-22 06:42:05+00:00,10.1140/epjs/s11734-023-00842-4
1606.01226,Thermodynamics of polarized relativistic matter,Pavel Kovtun,hep-th,hep-th,"We give the free energy of equilibrium relativistic matter subject to external gravitational and electromagnetic fields, to one-derivative order in the gradients of the external fields. The free energy allows for a straightforward derivation of bound currents and bound momenta in equilibrium. At leading order, the energy-momentum tensor admits a simple expression in terms of the polarization tensor. Beyond the leading order, electric and magnetic polarization vectors are intrinsically ambiguous. The physical effects of polarization, such as the correlation between the magneto-vortically induced surface charge and the electro-vortically induced surface current, are not ambiguous.",2016-06-03 19:40:27+00:00,10.1007/JHEP07(2016)028
2204.02158,Quantum Field Theory Anomalies in Condensed Matter Physics,R. Arouca ; Andrea Cappelli ; T. H. Hansson,cond-mat.str-el,cond-mat.str-el cond-mat.supr-con hep-th,"We give a pedagogical introduction to quantum anomalies, how they are calculated using various methods, and why they are important in condensed matter theory. We discuss axial, chiral, and gravitational anomalies as well as global anomalies. We illustrate the theory with examples such as quantum Hall liquids, Fermi liquids, Weyl semi-metals, topological insulators and topological superconductors. The required background is basic knowledge of quantum field theory, including fermions and gauge fields, and some familiarity with path integral and functional methods. Some knowledge of topological phases of matter is helpful, but not necessary.",2022-04-05 12:31:27+00:00,10.21468/SciPostPhysLectNotes.62
2208.02506,Advanced General Relativity Notes,M. Le Delliou,gr-qc,gr-qc,"These lecture notes are intended as a guide to Graduate level readers that are already familiar with basic General Relativity. They present in a concise way some advanced concepts and problems encountered in the study of gravitation. In these notes are covered: Alternates forms of the Schwarzschild Black Hole solution, including the classic Kruskal extension; An account of the building of Conformal, Carter-Penrose, diagrams; A discussion of Birkhoff Theorem; A discussion of tools for Geodesics and congruences, including Energy Conditions; A discussion of Horizons and an approach to some of the singularity theorems; An exploration of the Kerr Black Hole solution properties, including the Penrose Process and Black Hole Thermodynamics; A discussion of the Eckart and Israel-Stewart Relativistic Thermodynamics; A discussion of Tetrads in Relativity, in Einstein-Cartan theory and in Newman-Penrose formalism; An explicitation of calculations on Geodesics approach from Hamilton-Jacobi Formalism; A derivation from Least action of the equation of Motion of a top in Relativity, the M.P.D. equations",2022-08-04 07:37:06+00:00,10.48550/2208.02506
2206.15385,Basic introduction to higher-spin theories,Dmitry Ponomarev,hep-th,hep-th,"This is a collection of my lecture notes on the higher-spin theory course given for students at the Institute for Theoretical and Mathematical Physics, Lomonosov Moscow State University. The goal of these lectures is to give an introduction to higher-spin theories accessible to master level students which would enable them to read the higher-spin literature. I start by introducing basic relevant notions of representation theory and the associated field-theoretic descriptions. Focusing on massless symmetric fields I review different approaches to interactions as well as the no-go results. I end the lectures by reviewing some of the currently available positive results on interactions of massless higher-spin fields, namely, holographic, Chern-Simons and chiral higher-spin theories.",2022-06-30 16:07:08+00:00,10.1007/s10773-023-05399-5
2208.05417,Quantum Glasses -- a review,L. F. Cugliandolo ; M. Mueller,cond-mat.dis-nn,cond-mat.dis-nn cond-mat.stat-mech cond-mat.str-el quant-ph,"We review recent research on quantum glasses, with a focus on their equilibrium dynamics and the interplay between glassiness and localization phenomena. Interesting relations with the SYK model are discussed.",2022-08-10 16:09:48+00:00,10.48550/2208.05417
2208.08064,The Physics of Quantum Information,John Preskill,quant-ph,quant-ph cond-mat.str-el hep-th,"Rapid ongoing progress in quantum information science makes this an apt time for a Solvay Conference focused on The Physics of Quantum Information. Here I review four intertwined themes encompassed by this topic: Quantum computer science, quantum hardware, quantum matter, and quantum gravity. Though the time scale for broad practical impact of quantum computation is still uncertain, in the near future we can expect noteworthy progress toward scalable fault-tolerant quantum computing, and discoveries enabled by programmable quantum simulators. In the longer term, controlling highly complex quantum matter will open the door to profound scientific advances and powerful new technologies.",2022-08-17 04:35:36+00:00,10.48550/2208.08064
2206.02799,Particle creation: Schwinger + Unruh + Hawking,G. E. Volovik,gr-qc,gr-qc cond-mat.other hep-ph,"We discuss the interconnection between the Schwinger pair creation in electric field, Hawking radiation and particle creation in the Unruh effect. All three processes can be described in terms of the entropy and temperature. These thermodynamic like processes can be combined. We consider the combined process of creation of charged and electrically neutral particles in the electric field, which combine the Schwinger and Unruh effects. We also consider the creation of the charged black and white holes in electric field, which combines the Schwinger effect and the black hole entropy. The combined processes obey the sum rules for the entropy and for the inverse temperature. Some contributions to the entropy and to the temperature are negative, which reflects the quantum entanglement between the created objects.",2022-06-06 17:55:34+00:00,10.1134/S0021364022601968
1509.06411,From Quantum Chaos and Eigenstate Thermalization to Statistical Mechanics and Thermodynamics,Luca D'Alessio ; Yariv Kafri ; Anatoli Polkovnikov ; Marcos Rigol,cond-mat.stat-mech,cond-mat.stat-mech cond-mat.quant-gas cond-mat.str-el quant-ph,"This review gives a pedagogical introduction to the eigenstate thermalization hypothesis (ETH), its basis, and its implications to statistical mechanics and thermodynamics. In the first part, ETH is introduced as a natural extension of ideas from quantum chaos and random matrix theory (RMT). To this end, we present a brief overview of classical and quantum chaos, as well as RMT and some of its most important predictions. The latter include the statistics of energy levels, eigenstate components, and matrix elements of observables. Building on these, we introduce the ETH and show that it allows one to describe thermalization in isolated chaotic systems without invoking the notion of an external bath. We examine numerical evidence of eigenstate thermalization from studies of many-body lattice systems. We also introduce the concept of a quench as a means of taking isolated systems out of equilibrium, and discuss results of numerical experiments on quantum quenches. The second part of the review explores the implications of quantum chaos and ETH to thermodynamics. Basic thermodynamic relations are derived, including the second law of thermodynamics, the fundamental thermodynamic relation, fluctuation theorems, and the Einstein and Onsager relations. In particular, it is shown that quantum chaos allows one to prove these relations for individual Hamiltonian eigenstates and thus extend them to arbitrary stationary statistical ensembles. We then show how one can use these relations to obtain nontrivial universal energy distributions in continuously driven systems. At the end of the review, we briefly discuss the relaxation dynamics and description after relaxation of integrable quantum systems, for which ETH is violated. We introduce the concept of the generalized Gibbs ensemble, and discuss its connection with ideas of prethermalization in weakly interacting systems.",2015-09-21 21:52:33+00:00,10.1080/00018732.2016.1198134
0905.1822,"A new approach to static numerical relativity, and its application to Kaluza-Klein black holes",Matthew Headrick ; Sam Kitchen ; Toby Wiseman,gr-qc,gr-qc hep-th,"We propose a general framework for solving the Einstein equation for static and Euclidean metrics. First, we address the issue of gauge-fixing by borrowing from the Ricci-flow literature the so-called DeTurck trick, which renders the Einstein equation strictly elliptic and generalizes the usual harmonic-coordinate gauge. We then study two algorithms, Ricci-flow and Newton's method, for solving the resulting Einstein-DeTurck equation. We illustrate the use of these methods by studying localized black holes and non-uniform black strings in five-dimensional Kaluza-Klein theory, improving on previous calculations of their thermodynamic and geometric properties. We study spectra of various operators for these solutions, in particular finding negative modes of the Lichnerowicz operator. We classify the localized solutions into two branches that meet at a minimum temperature. We find good evidence for a merger between the localized and non-uniform solutions. We also find a narrow window of localized solutions that possess negative modes yet appear to have positive specific heat.",2009-05-12 12:29:25+00:00,10.1088/0264-9381/27/3/035002
2211.09902,Quantum General Relativity and Effective Field Theory,John F. Donoghue,hep-th,hep-th gr-qc hep-ph,"This is a review of some of the concepts and results of the effective field theory treatment of quantum general relativity. Included are lessons of low energy quantum gravity, and a discussion of the limits of effective field theory techniques.",2022-11-17 21:33:55+00:00,10.48550/2211.09902
1408.3589,Stron eigenstate thermalization hypothesis,Garry Goldstein ; Natan Andrei,cond-mat.stat-mech,cond-mat.stat-mech,We present a generalization of the ETH conjecture. Using this generalization we are able to derive the fact that an arbitrary eigenstate of a general many body system may be used to represent microcanonical ensemble in any many body experiment that involves only local operators and projectors onto eigenstates of the system Hamiltonian. In particular we extend the ETH to include some non-local operators. We present a derivation of this conjecture in the case of a many body model whose Hamiltonian is composed of two parts: an integrable Hamiltonian and a small but finite Gaussian perturbation.,2014-08-15 17:10:44+00:00,10.48550/1408.3589
2209.07965,Out-of-time-order correlators and quantum chaos,Ignacio García-Mata ; Rodolfo A. Jalabert ; Diego A. Wisniacki,quant-ph,quant-ph nlin.CD,"Quantum Chaos has originally emerged as the field which studies how the properties of classical chaotic systems arise in their quantum counterparts. The growing interest in quantum many-body systems, with no obvious classical meaning has led to consider time-dependent quantities that can help to characterize and redefine Quantum Chaos. This article reviews the prominent role that the out of time ordered correlator (OTOC) plays to achieve such goal.",2022-09-16 14:31:11+00:00,10.4249/scholarpedia.55237
